tweet,text,hashtag,mention,username,like_count,retweet_count,tweet_length,tweet_word_count
# italiangp opening lap @ peccobagnaia shoulder cam ! want miss ! # motogp |,opening lap shoulder cam ! want miss ! |,italiangp  motogp ,peccobagnaia ,MotoGP,192,16,139,22
"rider talk post race ? well @ peccobagnaia , @ fabioq20 @ aleixespargaro say stood podium # italiangp | # motogp","rider talk post race ? well , say stood podium |",italiangp  motogp ,peccobagnaia fabioq20  aleixespargaro ,MotoGP,194,24,212,35
hard fought well deserved hear # motogp top 3 incredible race mugello # italiangp |,hard fought well deserved hear top 3 incredible race mugello |,motogp  italiangp ,,MotoGP,214,15,139,23
"italian rider , italian bike italy @ peccobagnaia master mugello ! # italiangp |","italian rider , italian bike italy master mugello ! |",italiangp ,peccobagnaia ,MotoGP,237,32,125,19
"held breath morning # moto3 finish ! one tightest gap history across line , late drama # italiangp |","held breath morning finish ! one tightest gap history across line , late drama |",moto3  italiangp ,,MotoGP,87,7,180,30
# italiangp podium star @ peccobagnaia @ fabioq20 @ aleixespargaro # motogp,podium star,italiangp  motogp ,peccobagnaia   fabioq20   aleixespargaro   ,MotoGP,5248,757,116,14
"take bow , pedro acosta ! youngest intermediate class winner ever # moto2 victory today ! # italiangp |","take bow , pedro acosta ! youngest intermediate class winner ever victory today ! |",moto2  italiangp ,,MotoGP,168,23,145,22
lead remains @ domiaegerter77 # motoe world championship look mugello # italiangp,lead remains world championship look mugello,motoe  italiangp ,domiaegerter77 ,MotoGP,120,15,147,20
huge congratulation @ ferrarimatteo11 today race officially ended # motoe | # italiangp,huge congratulation today race officially ended |,motoe  italiangp ,ferrarimatteo11 ,MotoGP,104,25,143,20
"name closer # motoe race finish , wait p2 debated year come # motoe | # italiangp","name closer race finish , wait p2 debated year come |",motoe  motoe  italiangp ,,MotoGP,838,173,135,23
well deserved win @ ferrarimatteo11 enjoy moment matteo # motoe | # italiangp,well deserved win enjoy moment matteo |,motoe  italiangp ,ferrarimatteo11 ,MotoGP,128,12,117,17
look mean big team celebration parc ferme @ ferrarimatteo11 # motoe | # italiangp,look mean big team celebration parc ferme |,motoe  italiangp ,ferrarimatteo11 ,MotoGP,137,15,134,20
first-ever podium ! @ alcoba70 miss 2nd step podium belongs spaniard ! # motoe | # italiangp,first-ever podium ! miss 2nd step podium belongs spaniard ! |,motoe  italiangp ,alcoba70 ,MotoGP,120,13,154,25
finish # motoe race ! dead heat 2nd @ domiaegerter77 fastest lap final lap give place ! # italiangp,finish race ! dead heat 2nd fastest lap final lap give place !,motoe  italiangp ,domiaegerter77 ,MotoGP,130,16,169,29
medical info # motoe rider # 78 @ hikari_no78 taken medical centre following crash # italiangp,medical info rider taken medical centre following crash,motoe  78  italiangp ,hikari_no78 ,MotoGP,142,14,115,19
respect @ ferrarimatteo11 @ alcoba70 seem chuffed performance # motoe | # italiangp,respect seem chuffed performance |,motoe  italiangp ,ferrarimatteo11  alcoba70 ,MotoGP,125,14,140,18
across line @ ferrarimatteo11 take glory mugello # motoe | # italiangp,across line take glory mugello |,motoe  italiangp ,ferrarimatteo11 ,MotoGP,130,24,117,17
final lap @ ferrarimatteo11 keep p1 claim p3 ? # motoe | # italiangp,final lap keep p1 claim p3 ? |,motoe  italiangp ,ferrarimatteo11 ,MotoGP,127,10,115,18
happening world championship contender ? ! @ domiaegerter77 @ ericgranado seem anything else front pack # motoe | # italiangp,happening world championship contender ? ! seem anything else front pack |,motoe  italiangp ,domiaegerter77  ericgranado ,MotoGP,125,17,202,29
new race leader @ ferrarimatteo11 first person catch @ kevinmanfredi 4 lap go # motoe | # italiangp,new race leader first person catch 4 lap go |,motoe  italiangp ,ferrarimatteo11  kevinmanfredi ,MotoGP,117,13,151,24
early disaster @ mattiacasadei27 first lap # motoe | # italiangp,early disaster first lap |,motoe  italiangp ,mattiacasadei27 ,MotoGP,139,11,108,16
light electric class hold hat # motoe | # italiangp,light electric class hold hat |,motoe  italiangp ,,MotoGP,142,16,106,18
game face time serious action mugello blockbuster 6 lap # motoe race next # italiangp,game face time serious action mugello blockbuster 6 lap race next,motoe  italiangp ,,MotoGP,120,13,154,27
. @ bobsinclar house get ready # motoe race # energica,. house get ready race,motoe  energica ,bobsinclar ,MotoGP,162,16,113,19
champion extends lead top ! @ fabioq20 pull 8 point gap main rival @ aleixespargaro heading # catalangp next weekend ! # motogp | # italiangp,champion extends lead top ! pull 8 point gap main rival heading next weekend ! |,catalangp  motogp  italiangp ,fabioq20  aleixespargaro ,MotoGP,1061,313,202,32
home win @ peccobagnaia second victory year ! @ fabioq20 took superb 2nd @ aleixespargaro completes 4th straight podium ! # motogp | # italiangp,home win second victory year ! took superb 2nd completes 4th straight podium ! |,motogp  italiangp ,peccobagnaia  fabioq20  aleixespargaro ,MotoGP,640,229,202,31
possibly sweetest victory ! @ peccobagnaia lift # italiangp trophy win home ! # motogp,possibly sweetest victory ! lift trophy win home !,italiangp  motogp ,peccobagnaia ,MotoGP,898,242,144,21
"weekend # 46 , @ valeyellow46 proud incredible ride @ marco12_b give best # motogp finish - p5 # italiangp","weekend , proud incredible ride give best finish - p5",46 motogp  italiangp ,valeyellow46  marco12_b ,MotoGP,913,141,173,28
mugello magic ducati ! @ johannzarco1 take 4th ahead @ marco12_b final lap ! # motogp | # italiangp,mugello magic ducati ! take 4th ahead final lap ! |,motogp  italiangp ,johannzarco1  marco12_b ,MotoGP,382,65,143,21
@ peccobagnaia celebrating fan ! treating winning souvenir ! # motogp | # italiangp,celebrating fan ! treating winning souvenir ! |,motogp  italiangp ,peccobagnaia  ,MotoGP,893,246,144,20
's 4th consecutive 3rd place finish another sensational ride @ aleixespargaro team certainly look pleased # motogp | # italiangp,'s 4th consecutive 3rd place finish another sensational ride team certainly look pleased |,motogp  italiangp ,aleixespargaro ,MotoGP,674,138,178,26
reception @ marcmarquez93 best luck surgery hope see racing 2022 # motogp | # italiangp,reception best luck surgery hope see racing 2022 |,motogp  italiangp ,marcmarquez93 ,MotoGP,3476,874,161,27
congratualtions around @ peccobagnaia ! becomes third italian win ducati mugello ! # motogp | # italiangp,congratualtions around ! becomes third italian win ducati mugello ! |,motogp  italiangp ,peccobagnaia,MotoGP,1400,492,159,23
bravo @ fabioq20 defying italian lockout claim p2 lovely tribute # ja50n # motogp | # italiangp,bravo defying italian lockout claim p2 lovely tribute |,ja50n  motogp  italiangp ,fabioq20 ,MotoGP,2353,629,140,22
pecco win home ! ! ! italian hold @ fabioq20 ! # motogp | # italiangp,pecco win home ! ! ! italian hold ! |,motogp  italiangp ,fabioq20,MotoGP,3754,898,113,17
final lap start ! @ peccobagnaia lead second hand ! # motogp | # italiangp,final lap start ! lead second hand ! |,motogp  italiangp ,peccobagnaia ,MotoGP,501,87,123,20
battle final podium spot done dusted yet ! @ marco12_b fastest rider top 5 ! # motogp | # italiangp,battle final podium spot done dusted yet ! fastest rider top 5 ! |,motogp  italiangp ,marco12_b ,MotoGP,216,32,164,28
@ peccobagnaia responded last lap ! ducati rider stretching gap ! # motogp | # italiangp,responded last lap ! ducati rider stretching gap ! |,motogp  italiangp ,peccobagnaia ,MotoGP,305,39,145,23
5 lap go race win yet ! @ fabioq20 gap second ! # motogp | # italiangp,5 lap go race win yet ! gap second ! |,motogp  italiangp ,fabioq20 ,MotoGP,389,66,153,29
third place change hand ! @ aleixespargaro pass rookie @ marco12_b final podium spot ! # motogp | # italiangp,third place change hand ! pass rookie final podium spot ! |,motogp  italiangp ,aleixespargaro  marco12_b ,MotoGP,212,48,152,21
4th @ aleixespargaro ! aprilia man see podium ahead # motogp | # italiangp,4th ! aprilia man see podium ahead |,motogp  italiangp ,aleixespargaro,MotoGP,224,48,127,19
disaster @ bestia23 ! beginning claw way order sliding ! # motogp | # italiangp,disaster ! beginning claw way order sliding ! |,motogp  italiangp ,bestia23,MotoGP,261,76,143,23
fight @ vr46racingteam boy ! @ luca_marini_97 push past @ marco12_b poggio seco ! # motogp | # italiangp,fight boy ! push past poggio seco ! |,motogp  italiangp ,vr46racingteam  luca_marini_97  marco12_b ,MotoGP,302,55,159,22
champ move ! @ fabioq20 2nd @ peccobagnaia stretching lead ! # motogp | # italiangp,champ move ! 2nd stretching lead ! |,motogp  italiangp ,fabioq20  peccobagnaia ,MotoGP,364,84,143,24
fight podium spot fever pitch ! @ peccobagnaia take front @ luca_marini_97 @ fabioq20 3rd ! # motogp | # italiangp,fight podium spot fever pitch ! take front 3rd ! |,motogp  italiangp ,peccobagnaia  luca_marini_97  fabioq20 ,MotoGP,353,97,195,31
yamaha get beaten san donato ! @ peccobagnaia 2nd ! # motogp | # italiangp,yamaha get beaten san donato ! 2nd ! |,motogp  italiangp ,peccobagnaia ,MotoGP,336,71,129,21
elbow champion ! @ fabioq20 2nd @ marco12_b set fastest lap ! # motogp | # italiangp,elbow champion ! 2nd set fastest lap ! |,motogp  italiangp ,fabioq20  marco12_b ,MotoGP,232,50,147,24
big name move ! @ fabioq20 @ peccobagnaia climbing order ! # motogp | # italiangp,big name move ! climbing order ! |,motogp  italiangp ,fabioq20  peccobagnaia ,MotoGP,407,53,141,22
@ vr46racingteam 1-2 end first lap ! please bos @ valeyellow46 ! # motogp | # italiangp,1-2 end first lap ! please bos ! |,motogp  italiangp ,vr46racingteam  valeyellow46,MotoGP,484,119,144,22
light ! @ fabiodiggia49 polesitter take holeshot ! # motogp | # italiangp,light ! polesitter take holeshot ! |,motogp  italiangp ,fabiodiggia49 ,MotoGP,267,71,119,16
@ marcmarquez93 appreciation tweet glad see grid today best luck surgery hope back track soon # motogp | # italiangp,appreciation tweet glad see grid today best luck surgery hope back track soon |,motogp  italiangp ,marcmarquez93 ,MotoGP,1314,363,209,37
ready heated # motogp action mugello ! lot different tyre strategy across grid # italiangp almost ready get underway ! @ michelin_sport,ready heated action mugello ! lot different tyre strategy across grid almost ready get underway !,motogp  italiangp ,michelin_sport ,MotoGP,177,46,208,31
atmosphere electric mugello quite rightly italian front row # motogp # italiangp,atmosphere electric mugello quite rightly italian front row,motogp  italiangp ,,MotoGP,242,37,144,23
making way front row @ fabiodiggia49 starting pole second time career first time # motogp # motogp | # italiangp,making way front row starting pole second time career first time |,motogp  motogp  italiangp ,fabiodiggia49 ,MotoGP,165,25,185,32
's # motogp race time ! join u build miss race ! watch live # italiangp,'s race time ! join u build miss race ! watch live,motogp  italiangp ,,MotoGP,341,99,165,26
idemitsu honda team asia still driving seat constructor championship look like mugello # moto2 | # italiangp,idemitsu honda team asia still driving seat constructor championship look like mugello |,moto2  italiangp ,,MotoGP,436,92,175,27
tough weekend vietti keep top spot # moto2 world standing look # italiangp,tough weekend vietti keep top spot world standing look,moto2  italiangp ,,MotoGP,271,66,143,24
race result action ended mugello # moto2 | # italiangp,race result action ended mugello |,moto2  italiangp ,,MotoGP,240,81,122,22
enjoy moment @ 37_pedroacosta youngest ever # moto2 winner # italiangp,enjoy moment youngest ever winner,moto2  italiangp ,37_pedroacosta ,MotoGP,863,191,108,14
hard-fought 3rd fourth podium year ! @ aiogura79 level top standing ! # moto2 | # italiangp,hard-fought 3rd fourth podium year ! level top standing ! |,moto2  italiangp ,aiogura79 ,MotoGP,704,140,152,25
hit right feel moment achievement @ 37_pedroacosta # moto2 | # italiangp,hit right feel moment achievement |,moto2  italiangp ,37_pedroacosta ,MotoGP,484,96,140,22
two podium four race ! @ joerobertsracer make missing podium last year ! # moto2 | # italiangp,two podium four race ! make missing podium last year ! |,moto2  italiangp ,joerobertsracer ,MotoGP,176,27,151,24
onto next one ! @ aroncanet44 still 3rd championship despite crash ! # moto2 | # italiangp,onto next one ! still 3rd championship despite crash ! |,moto2  italiangp ,aroncanet44 ,MotoGP,134,14,136,21
mean elation parc ferme @ 37_pedroacosta @ redbull_ktm_ajo # moto2 | # italiangp,mean elation parc ferme |,moto2  italiangp ,37_pedroacosta  redbull_ktm_ajo ,MotoGP,369,64,138,20
"re-write history book 18 year 4 day old , @ 37_pedroacosta officially youngest # moto2 winner history # italiangp","re-write history book 18 year 4 day old , officially youngest winner history",moto2  italiangp ,37_pedroacosta ,MotoGP,1573,447,163,24
done @ 37_pedroacosta made history first ever # moto2 win # moto2 | # italiangp,done made history first ever win |,moto2  moto2  italiangp ,37_pedroacosta ,MotoGP,1825,344,129,20
history made @ 37_pedroacosta final lap # moto2 | # italiangp,history made final lap |,moto2  italiangp ,37_pedroacosta ,MotoGP,356,59,116,19
medical info update # moto3 rider # 10 diogo moreira declared unfit due fracture left wrist # italiangp,medical info update rider diogo moreira declared unfit due fracture left wrist,moto3  10  italiangp ,,MotoGP,106,18,128,23
home podium vietti another title contender lap 19 # moto2 | # italiangp,home podium vietti another title contender lap 19 |,moto2  italiangp ,,MotoGP,295,60,121,20
le 4 lap go heart break @ samlowes22 go battling teammate @ tonyarbolino # moto2 | # italiangp,le 4 lap go heart break go battling teammate |,moto2  italiangp ,samlowes22  tonyarbolino ,MotoGP,192,39,167,27
... @ joerobertsracer nowhere american moved p2 brought vietti # moto2 | # italiangp,... nowhere american moved p2 brought vietti |,moto2  italiangp ,joerobertsracer ,MotoGP,147,16,164,26
could decided race ? ! @ aroncanet44 crashed chasing @ 37_pedroacosta # moto2 | # italiangp,could decided race ? ! crashed chasing |,moto2  italiangp ,aroncanet44  37_pedroacosta ,MotoGP,189,50,145,20
4th consecutive dnf @ 24marcosramirez time regroup hit hard next weekend # moto2 | # italiangp,4th consecutive dnf time regroup hit hard next weekend |,moto2  italiangp ,24marcosramirez ,MotoGP,95,11,138,21
10 lap go @ 37_pedroacosta still lead time get prediction # moto2 | # italiangp,10 lap go still lead time get prediction |,moto2  italiangp ,37_pedroacosta ,MotoGP,129,15,130,21
ogura charge started p6 podium position # moto2 | # italiangp,ogura charge started p6 podium position |,moto2  italiangp ,,MotoGP,137,26,127,23
look hard two pushing p . check fire @ 37_pedroacosta exhaust # moto2 | # italiangp,look hard two pushing p . check fire exhaust |,moto2  italiangp ,37_pedroacosta ,MotoGP,160,27,145,22
heartbreak chantra record ending every race podium come end # moto2 | # italiangp,heartbreak chantra record ending every race podium come end |,moto2  italiangp ,,MotoGP,338,97,140,24
see coming @ tonyarbolino eye overtake @ aroncanet44 @ joerobertsracer fly passed nowhere # moto2 | # italiangp,see coming eye overtake fly passed nowhere |,moto2  italiangp ,tonyarbolino  aroncanet44  joerobertsracer ,MotoGP,122,23,173,25
light mugello @ aroncanet44 get great start line rookie @ 37_pedroacosta lead first corner # moto2 | # italiangp,light mugello get great start line rookie lead first corner |,moto2  italiangp ,aroncanet44  37_pedroacosta ,MotoGP,160,32,183,29
"hey @ fabioq20 , wrong race # motogp world champion wish @ jakedixonracing good luck ahead today action # moto2 | # italiangp","hey , wrong race world champion wish good luck ahead today action |",motogp  moto2  italiangp ,fabioq20 jakedixonracing ,MotoGP,357,54,163,23
glorious setting # moto2 race action kick 10 minute time # italiangp,glorious setting race action kick 10 minute time,moto2  italiangp ,,MotoGP,136,20,132,22
third win give @ garciadols11 28 point lead ! @ izanguevara28 move two spot @ jaume_masia round top 3 ! # moto3 | # italiangp,third win give 28 point lead ! move two spot round top 3 ! |,moto3  italiangp ,garciadols11  izanguevara28  jaume_masia ,MotoGP,193,57,174,28
insane lap # moto3 watch moment leaderboard flipped 's head 3 different crash moment # italiangp |,insane lap watch moment leaderboard flipped 's head 3 different crash moment |,moto3  italiangp ,,MotoGP,94,8,183,31
medical info # moto3 rider # 10 diogo moreira taken medical centre check-up # italiangp,medical info rider diogo moreira taken medical centre check-up,moto3  10  italiangp ,,MotoGP,203,16,113,20
stunning win @ garciadols11 ahead teammate @ izanguevara28 @ tatsukisuzuki24 congratulation # italiangp podium finisher ! # moto3,stunning win ahead teammate congratulation podium finisher !,italiangp  moto3 ,garciadols11  izanguevara28  tatsukisuzuki24 ,MotoGP,214,80,180,22
career win number 7 @ garciadols11 ! lift trophy third victory season ! # moto3 | # italiangp,career win number 7 ! lift trophy third victory season ! |,moto3  italiangp ,garciadols11,MotoGP,193,51,149,24
fantasic fight 5th @ yamanaka_ryusei ! japanese missed podium solid top 5 nonetheless ! # moto3 | # italiangp,fantasic fight 5th ! japanese missed podium solid top 5 nonetheless ! |,moto3  italiangp ,yamanaka_ryusei,MotoGP,333,56,176,29
love lost two @ garciadols11 @ izanguevara congratulate mental race # moto3 | # italiangp,love lost two congratulate mental race |,moto3  italiangp ,garciadols11  izanguevara ,MotoGP,248,54,161,23
perfect day @ asparteam ! second 1-2 year @ garciadols11 @ izanguevara ! # moto3 | # italiangp,perfect day ! second 1-2 year ! |,moto3  italiangp ,asparteam garciadols11  izanguevara,MotoGP,192,55,147,22
incredible comeback facing long lap penalty @ tatsukisuzuki24 claim p3 mugello # moto3 | # italiangp,incredible comeback facing long lap penalty claim p3 mugello |,moto3  italiangp ,tatsukisuzuki24 ,MotoGP,351,82,145,21
third win year ! @ garciadols11 pick sensational 25 point extend championship lead ! # moto3 | # italiangp,third win year ! pick sensational 25 point extend championship lead ! |,moto3  italiangp ,garciadols11 ,MotoGP,181,38,155,24
1st across line actually p2 @ izanguevara28 track limit penalty lead one place demotion # moto3 | # italiangp,1st across line actually p2 track limit penalty lead one place demotion |,moto3  italiangp ,izanguevara28 ,MotoGP,203,44,168,28
drama ! @ izanguevara28 demoted one position exceeding track limit final lap @ garciadols11 promoted win ! # moto3 | # italiangp,drama ! demoted one position exceeding track limit final lap promoted win ! |,moto3  italiangp ,izanguevara28  garciadols11 ,MotoGP,255,80,190,29
photo finish ! ! ! @ izanguevara28 take line @ garciadols11 ! # moto3 | # italiangp,photo finish ! ! ! take line ! |,moto3  italiangp ,izanguevara28  garciadols11,MotoGP,734,162,127,18
one lap go ! @ izanguevara28 take front ! # moto3 | # italiangp,one lap go ! take front ! |,moto3  italiangp ,izanguevara28 ,MotoGP,240,38,107,17
fanning san donato ! anyone race top 7 ! # moto3 | # italiangp,fanning san donato ! anyone race top 7 ! |,moto3  italiangp ,,MotoGP,125,17,116,19
"rossi lead ! ! ! using slipstream great effect , @ riccardorossi54 take front home race ! # moto3 | # italiangp","rossi lead ! ! ! using slipstream great effect , take front home race ! |",moto3  italiangp ,riccardorossi54 ,MotoGP,155,15,164,25
recovery @ tatsukisuzuki24 ! japanese rider long lap penalty coming together @ denizoncu53 caught group lead ! # moto3 | # italiangp,recovery ! japanese rider long lap penalty coming together caught group lead ! |,moto3  italiangp ,tatsukisuzuki24 denizoncu53 ,MotoGP,128,24,213,33
settled front ! @ m16no lead home race ! # moto3 | # italiangp,settled front ! lead home race ! |,moto3  italiangp ,m16no ,MotoGP,117,18,120,20
medical info @ scottogden19 declared fit medical check # italiangp,medical info declared fit medical check,italiangp ,scottogden19 ,MotoGP,70,4,90,14
medical info @ scottogden19 went medical centre check # italiangp,medical info went medical centre check,italiangp ,scottogden19 ,MotoGP,60,3,86,15
fastest lap charge ! @ riccardorossi54 aiming home podium mugello ! # moto3 | # italiangp,fastest lap charge ! aiming home podium mugello ! |,moto3  italiangp ,riccardorossi54 ,MotoGP,124,21,140,22
grass tracking @ tatsukisuzuki24 ! @ le0pardracing rider unfazed tried take lead ! # moto3 | # italiangp,grass tracking ! rider unfazed tried take lead ! |,moto3  italiangp ,tatsukisuzuki24 le0pardracing ,MotoGP,202,38,152,22
moment @ jaume_masia @ stefanonepa82 ! moment dropped @ redbull_ktm_ajo rider order set fastest lap # moto3 | # italiangp,moment ! moment dropped rider order set fastest lap |,moto3  italiangp ,jaume_masia  stefanonepa82 redbull_ktm_ajo ,MotoGP,115,15,191,28
top 3 caught ! @ dennisfoggia71 take front ! # moto3 | # italiangp,top 3 caught ! take front ! |,moto3  italiangp ,dennisfoggia71 ,MotoGP,113,20,121,19
group three front ! @ izanguevara28 make great move around outside diogo moreira san donato ! # moto3 | # italiangp,group three front ! make great move around outside diogo moreira san donato ! |,moto3  italiangp ,izanguevara28 ,MotoGP,164,25,176,29
light go mugello ! great start @ denizoncu53 disaster back @ scottogden19 brit thankfully foot ! # moto3 | # italiangp,light go mugello ! great start disaster back brit thankfully foot ! |,moto3  italiangp ,denizoncu53  scottogden19 ,MotoGP,202,41,201,33
rider ready ! # moto3 action get underway ! # italiangp,rider ready ! action get underway !,moto3  italiangp ,,MotoGP,103,17,105,16
"unfortunately , alberto surra miss today action ! wish italian speedy recovery hope see back soon ! # moto3 | # italiangp","unfortunately , alberto surra miss today action ! wish italian speedy recovery hope see back soon ! |",moto3  italiangp ,,MotoGP,133,19,179,29
"making history light go @ anacarrasco_22 start 54th race , woman grand prix # moto3 | # italiangp","making history light go start 54th race , woman grand prix |",moto3  italiangp ,anacarrasco_22 ,MotoGP,352,56,160,26
two pole last four race @ denizoncu53 aiming first # moto3 victory ! # italiangp,two pole last four race aiming first victory !,moto3  italiangp ,denizoncu53 ,MotoGP,139,17,129,19
grid set ! # moto3 kick day racing action ! # italiangp,grid set ! kick day racing action !,moto3  italiangp ,,MotoGP,246,25,108,19
italy theme day aprilia start morning 1-2 # motogp warm # italiangp |,italy theme day aprilia start morning 1-2 warm |,motogp  italiangp ,,MotoGP,108,8,137,26
coming # italiangp ... home hero continue domination race day ?,coming ... home hero continue domination race day ?,italiangp ,,MotoGP,236,46,118,17
stuck together track time @ aleixespargaro fastest warm ahead teammate maverick vinales # motogp | # italiangp,stuck together track time fastest warm ahead teammate maverick vinales |,motogp  italiangp ,aleixespargaro ,MotoGP,226,28,164,25
feeling speed mugello circuit ! shoulder cam back morning ! # motogp | # italiangp,feeling speed mugello circuit ! shoulder cam back morning ! |,motogp  italiangp ,,MotoGP,334,61,134,21
captain top gun continue tandem riding ! @ aleixespargaro take head time ! # motogp | # italiangp,captain top gun continue tandem riding ! take head time ! |,motogp  italiangp ,aleixespargaro ,MotoGP,356,40,167,27
nod approval aprilia garage ! maverick vinales go quickest morning ! # motogp | # italiangp,nod approval aprilia garage ! maverick vinales go quickest morning ! |,motogp  italiangp ,,MotoGP,196,23,141,21
@ _moliveira88 getting grip ! portuguese charge top time ! # motogp | # italiangp,getting grip ! portuguese charge top time ! |,motogp  italiangp ,_moliveira88 ,MotoGP,182,20,145,23
good see joining u morning @ fabioq20 ! championship leader head track watching track condition evolve ! # motogp | # italiangp,good see joining u morning ! championship leader head track watching track condition evolve ! |,motogp  italiangp ,fabioq20,MotoGP,267,44,192,29
aprilia formation flying ! team tactic testing slipstream race later ? # motogp | # italiangp,aprilia formation flying ! team tactic testing slipstream race later ? |,motogp  italiangp ,,MotoGP,183,24,154,23
"@ gabrirodrigo2 medical info update due pain right shoulder , @ gabrirodrigo2 decided withdraw # italiangp","medical info update due pain right shoulder , decided withdraw",italiangp ,gabrirodrigo2  gabrirodrigo2 ,MotoGP,92,15,135,21
green light mix tyre # motogp rider head onto drying track ! # italiangp,green light mix tyre rider head onto drying track !,motogp  italiangp ,,MotoGP,242,42,132,24
"morning early bird ! 's race day mugello ! first , join u # motogp warm watch today 's race # italiangp","morning early bird ! 's race day mugello ! first , join u warm watch today 's race",motogp  italiangp ,,MotoGP,218,31,195,29
looking hungry today race @ tonyarbolino fastest man # moto2 warm # italiangp,looking hungry today race fastest man warm,moto2  italiangp ,tonyarbolino ,MotoGP,129,25,133,20
look like vd boy ready fight @ tonyarbolino set even faster lap teammate @ samlowes22 look set take comfortable second # moto2 | # italiangp,look like vd boy ready fight set even faster lap teammate look set take comfortable second |,moto2  italiangp ,tonyarbolino  samlowes22 ,MotoGP,95,9,200,32
gorgeous morning mugello ride @ tonyarbolino go fastest morning # moto2 | # italiangp,gorgeous morning mugello ride go fastest morning |,moto2  italiangp ,tonyarbolino ,MotoGP,121,17,143,22
green flag waving bike exiting pit # moto2 warm-up start # italiangp,green flag waving bike exiting pit warm-up start,moto2  italiangp ,,MotoGP,127,11,124,19
time intermediate class get taste track action pole man @ aroncanet44 looking calm ready # italiangp,time intermediate class get taste track action pole man looking calm ready,italiangp ,aroncanet44 ,MotoGP,73,7,156,25
start pole later today fastest warm safe say @ denizoncu53 loving migello circuit # moto3 | # italiangp,start pole later today fastest warm safe say loving migello circuit |,moto3  italiangp ,denizoncu53 ,MotoGP,197,23,163,27
@ denizoncu53 getting wiggle morning ! polesitter deterred condition go quickest ! # moto3 | # italiangp,getting wiggle morning ! polesitter deterred condition go quickest ! |,moto3  italiangp ,denizoncu53 ,MotoGP,152,22,170,26
first crash morning ! @ joshwhatley70 arrabbiata 2 quickly back onto foot ! # moto3 | # italiangp,first crash morning ! arrabbiata 2 quickly back onto foot ! |,moto3  italiangp ,joshwhatley70 ,MotoGP,109,7,156,25
rider head wet ! overnight rain mean track little tricky morning ! # moto3 | # italiangp,rider head wet ! overnight rain mean track little tricky morning ! |,moto3  italiangp ,,MotoGP,118,10,146,24
good morning bright sunny mugello ! ready day hill-to-hill epic racing action ? # italiangp,good morning bright sunny mugello ! ready day hill-to-hill epic racing action ?,italiangp ,,MotoGP,341,48,147,23
one # 46 ! @ valeyellow46 returned home retirement ceremony iconic number saturday ! # grazievale,one ! returned home retirement ceremony iconic number saturday !,46 grazievale ,valeyellow46 ,MotoGP,5791,872,153,21
"history made today ! @ anacarrasco_22 make 54th grand prix start today , female rider history ! # italiangp","history made today ! make 54th grand prix start today , female rider history !",italiangp ,anacarrasco_22 ,MotoGP,2005,260,167,26
race day mugello ! # italiangp,race day mugello !,italiangp ,,MotoGP,930,99,66,9
meant retirement # 46 one @ valeyellow46 ? legend explains lived special moment # italiangp |,meant retirement one ? legend explains lived special moment |,46  italiangp ,valeyellow46,MotoGP,736,109,194,33
n't news anyone would hoped hear # motogp rider react @ marcmarquez93 's surgery announcement # italiangp |,n't news anyone would hoped hear rider react 's surgery announcement |,motogp  italiangp ,marcmarquez93,MotoGP,461,52,170,26
2 bike 2023 ? yamaha team principle lin jarvis talk future plan blue # italiangp | # motogp,2 bike 2023 ? yamaha team principle lin jarvis talk future plan blue |,italiangp  motogp ,,MotoGP,257,25,143,24
time digest ludicrous # motoe race hear today 's top three fresh track # italiangp |,time digest ludicrous race hear today 's top three fresh track |,motoe  italiangp ,,MotoGP,136,8,139,23
rookie run rampant mugello ! thing need know ahead tomorrow # motogp action ! # italiangp |,rookie run rampant mugello ! thing need know ahead tomorrow action ! |,motogp  italiangp ,,MotoGP,141,15,147,24
"home hero dominate mugello ! first time since 2016 , italian front row lockout # motogp ! # italiangp","home hero dominate mugello ! first time since 2016 , italian front row lockout !",motogp italiangp ,,MotoGP,349,57,158,25
2 penalty handed # motogp rider saturday hear @ darrynbinder40 @ 88jorgemartin happened bad punishment # italiangp |,2 penalty handed rider saturday hear happened bad punishment |,motogp  italiangp ,darrynbinder40  88jorgemartin ,MotoGP,137,17,196,30
happened @ jackmilleraus ? ! ducati man explains woe tough saturday mugello # italiangp | # motogp,happened ? ! ducati man explains woe tough saturday mugello |,italiangp  motogp ,jackmilleraus,MotoGP,154,16,158,24
class act canet take look back highlight # moto2 qualifying mugello # italiangp |,class act canet take look back highlight qualifying mugello |,moto2  italiangp ,,MotoGP,117,8,139,24
look support message fan world sending 8-time world champion send @ marcmarquez93 ! # motogp,look support message fan world sending 8-time world champion send !,motogp   ,marcmarquez93 ,MotoGP,568,74,192,33
el diablo sound ahead # motogp race day tomorrow ! # italiangp |,el diablo sound ahead race day tomorrow ! |,motogp  italiangp ,,MotoGP,220,14,101,16
's super diggia catch rookie fire @ fabiodiggia49 claimed first ever # motogp pole home circuit # italiangp |,'s super diggia catch rookie fire claimed first ever pole home circuit |,motogp  italiangp ,fabiodiggia49 ,MotoGP,261,23,174,29
still n't quite caught breath back relive unbelievable excitement 5 lap extravaganza # motoe race 1 mugello # italiangp | # motogp,still n't quite caught breath back relive unbelievable excitement 5 lap extravaganza race 1 mugello |,motoe  italiangp  motogp ,,MotoGP,93,10,198,32
